ensembl_gene_id	external_gene_name	ensembl_transcript_id	description	chromosome_name	start_position	end_position	strand
19141	WBGene00013223	efa-6	Y55D9A.1a.1	Exchange factor for Arf-6  [Source:UniProtKB/Swiss-Prot;Acc:G5EET6]	IV	12605700	12614723	-1
19142	WBGene00013223	efa-6	Y55D9A.1b.1	Exchange factor for Arf-6  [Source:UniProtKB/Swiss-Prot;Acc:G5EET6]	IV	12605700	12614723	-1
19143	WBGene00013223	efa-6	Y55D9A.1c.1	Exchange factor for Arf-6  [Source:UniProtKB/Swiss-Prot;Acc:G5EET6]	IV	12605700	12614723	-1
19144	WBGene00013223	efa-6	Y55D9A.1d.1	Exchange factor for Arf-6  [Source:UniProtKB/Swiss-Prot;Acc:G5EET6]	IV	12605700	12614723	-1
19145	WBGene00013224	Y55D9A.2	Y55D9A.2a.1		IV	12601126	12605425	-1
19146	WBGene00013224	Y55D9A.2	Y55D9A.2b.1		IV	12601126	12605425	-1
19147	WBGene00013225	Y56A3A.2	Y56A3A.2.1		III	11849951	11862249	-1
19148	WBGene00013226	faah-5	Y56A3A.5.1	Fatty Acid Amide Hydrolase homolog  [Source:UniProtKB/TrEMBL;Acc:Q9U243]	III	11886485	11891435	-1
19149	WBGene00013227	Y56A3A.6	Y56A3A.6.1		III	11871252	11878889	-1
19150	WBGene00013227	Y56A3A.6	Y56A3A.6.2		III	11871252	11878889	-1
19151	WBGene00013228	Y56A3A.7	Y56A3A.7a.1		III	11934002	11947017	-1
19152	WBGene00013228	Y56A3A.7	Y56A3A.7b.1		III	11934002	11947017	-1
19153	WBGene00013230	fbxb-22	Y56A3A.10.1	F-box B protein  [Source:UniProtKB/TrEMBL;Acc:Q9U219]	III	11882594	11883562	-1
19154	WBGene00013231	tsen-2	Y56A3A.11.1	Trna (tRNA) Splicing ENdonuclease subunit related  [Source:UniProtKB/TrEMBL;Acc:Q9U218]	III	11894784	11898269	-1
19155	WBGene00013232	faah-4	Y56A3A.12a.1	Fatty Acid Amide Hydrolase homolog  [Source:UniProtKB/TrEMBL;Acc:Q9U217]	III	11899337	11907387	-1
19156	WBGene00013232	faah-4	Y56A3A.12a.2	Fatty Acid Amide Hydrolase homolog  [Source:UniProtKB/TrEMBL;Acc:Q9U217]	III	11899337	11907387	-1
19157	WBGene00013232	faah-4	Y56A3A.12b.1	Fatty Acid Amide Hydrolase homolog  [Source:UniProtKB/TrEMBL;Acc:Q9U217]	III	11899337	11907387	-1
19158	WBGene00013233	sdz-33	Y56A3A.14.1	SKN-1 Dependent Zygotic transcript  [Source:UniProtKB/TrEMBL;Acc:Q9U232]	III	11907477	11908474	1
19159	WBGene00013234	fbxb-24	Y56A3A.15.1	F-box B protein  [Source:UniProtKB/TrEMBL;Acc:Q9U231]	III	11908968	11909889	1
19160	WBGene00013235	Y56A3A.16	Y56A3A.16a.1		III	11911001	11914317	-1
19161	WBGene00013235	Y56A3A.16	Y56A3A.16b.1		III	11911001	11914317	-1
19162	WBGene00013236	Y56A3A.18	Y56A3A.18.1	Zinc finger protein 593 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q9U239]	III	11917836	11918719	-1
19163	WBGene00013237	Y56A3A.19	Y56A3A.19.1	Acyl carrier protein  [Source:UniProtKB/TrEMBL;Acc:Q9U241]	III	11915151	11915712	-1
19164	WBGene00013238	trap-4	Y56A3A.21.1	TRanslocon-Associated Protein  [Source:UniProtKB/TrEMBL;Acc:Q9U238]	III	11920716	11921590	1
19165	WBGene00013238	trap-4	Y56A3A.21.2	TRanslocon-Associated Protein  [Source:UniProtKB/TrEMBL;Acc:Q9U238]	III	11920716	11921590	1
19166	WBGene00013239	Y56A3A.22	Y56A3A.22.1		III	11921692	11923825	1
19167	WBGene00013240	Y56A3A.28	Y56A3A.28.1		III	11961470	11971367	-1
19168	WBGene00013241	ung-1	Y56A3A.29a.1	Uracil-DNA glycosylase  [Source:UniProtKB/Swiss-Prot;Acc:Q9U221]	III	11971461	11974092	-1
19169	WBGene00013241	ung-1	Y56A3A.29b.1	Uracil-DNA glycosylase  [Source:UniProtKB/Swiss-Prot;Acc:Q9U221]	III	11971461	11974092	-1
19170	WBGene00013241	ung-1	Y56A3A.29c.1	Uracil-DNA glycosylase  [Source:UniProtKB/Swiss-Prot;Acc:Q9U221]	III	11971461	11974092	-1
19171	WBGene00013241	ung-1	Y56A3A.29d.1	Uracil-DNA glycosylase  [Source:UniProtKB/Swiss-Prot;Acc:Q9U221]	III	11971461	11974092	-1
19172	WBGene00013242	Y56A3A.30	Y56A3A.30.1		III	11974077	11979065	-1
19173	WBGene00013243	Y56A3A.31	Y56A3A.31a.1		III	11974477	11989885	1
19174	WBGene00013243	Y56A3A.31	Y56A3A.31b.1		III	11974477	11989885	1
19175	WBGene00013243	Y56A3A.31	Y56A3A.31c.1		III	11974477	11989885	1
19176	WBGene00013244	Y56A3A.33	Y56A3A.33.1		III	11999497	12002950	-1
19177	WBGene00013246	Y57A10A.1	Y57A10A.1.1		II	12133535	12147134	1
19178	WBGene00013247	Y57A10A.2	Y57A10A.2.1		II	12147633	12150216	1
19179	WBGene00013247	Y57A10A.2	Y57A10A.2.2		II	12147633	12150216	1
19180	WBGene00013248	Y57A10A.3	Y57A10A.3.1		II	12150892	12151877	1
19181	WBGene00013249	Y57A10A.4	Y57A10A.4.1		II	12151968	12154336	1
19182	WBGene00013250	Y57A10A.5	Y57A10A.5.1		II	12154486	12156812	1
19183	WBGene00013252	Y57A10A.7	Y57A10A.7.1		II	12159472	12162671	1
19184	WBGene00013253	Y57A10A.8	Y57A10A.8.1		II	12164839	12170762	1
19185	WBGene00013254	tag-276	Y57A10A.9.1		II	12248125	12249135	-1
19186	WBGene00013255	tric-1B.1	Y57A10A.10.1	Trimeric intracellular cation channel type 1B.1  [Source:UniProtKB/Swiss-Prot;Acc:Q9NA75]	II	12256950	12269706	-1
19187	WBGene00013256	Y57A10A.13	Y57A10A.13.1		II	12176880	12184875	-1
19188	WBGene00013257	Y57A10A.14	Y57A10A.14.1		II	12186007	12189265	1
19189	WBGene00013258	polg-1	Y57A10A.15.1	POLG (Mitochondrial DNA POLymerase Gamma)  [Source:UniProtKB/TrEMBL;Acc:Q9U208]	II	12189795	12199959	-1
19190	WBGene00013259	trpp-5	Y57A10A.16.1	Trafficking protein particle complex subunit 5  [Source:UniProtKB/TrEMBL;Acc:Q9NA81]	II	12200607	12202381	-1
19191	WBGene00013260	rsr-2	Y57A10A.19.1	SR protein related  [Source:UniProtKB/TrEMBL;Acc:Q9U213]	II	12225356	12227265	1
19192	WBGene00013261	sinh-1	Y57A10A.20.1	Stress-activated map kinase-interacting protein 1 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q9NA80]	II	12228305	12237051	1
19193	WBGene00013263	txdc-12.1	Y57A10A.23.1	ThioredoXin Domain Containing protein homolog  [Source:UniProtKB/TrEMBL;Acc:Q9NA78]	II	12240388	12242567	1
19194	WBGene00013263	txdc-12.1	Y57A10A.23.2	ThioredoXin Domain Containing protein homolog  [Source:UniProtKB/TrEMBL;Acc:Q9NA78]	II	12240388	12242567	1
19195	WBGene00013264	Y57A10A.24	Y57A10A.24.1		II	12242946	12247611	1
19196	WBGene00013265	parn-2	Y57A10A.25.1	PARN (Poly(A)-specific RiboNuclease) homolog  [Source:UniProtKB/TrEMBL;Acc:Q9NA76]	II	12251667	12256628	-1
19197	WBGene00013266	Y57A10A.26	Y57A10A.26.1		II	12264166	12266105	1
19198	WBGene00013266	Y57A10A.26	Y57A10A.26.2		II	12264166	12266105	1
19199	WBGene00013267	Y57A10A.27	Y57A10A.27.1		II	12269815	12275044	-1
19200	WBGene00013268	tric-1B.2	Y57A10A.28.1	Trimeric intracellular cation channel type 1B.2  [Source:UniProtKB/Swiss-Prot;Acc:Q9NA73]	II	12275936	12279383	-1
19201	WBGene00013269	Y57A10A.29	Y57A10A.29.1	Succinate dehydrogenase assembly factor 2, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q9NA72]	II	12279561	12280595	1
19202	WBGene00013269	Y57A10A.29	Y57A10A.29.2	Succinate dehydrogenase assembly factor 2, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q9NA72]	II	12279561	12280595	1
19203	WBGene00013270	Y57A10A.31	Y57A10A.31.1		II	12289385	12300573	1
19204	WBGene00013272	aqp-12	Y57A10A.35.1	AQuaPorin or aquaglyceroporin related  [Source:UniProtKB/TrEMBL;Acc:Q7YWQ1]	II	12203309	12209160	1
19205	WBGene00013273	marc-5	Y57A10B.1.1	MARCH (Membrane-Associated Ring finger (C3HC4)) homolog  [Source:UniProtKB/TrEMBL;Acc:Q9XWI0]	II	12358756	12367023	-1
19206	WBGene00013274	Y57A10B.2	Y57A10B.2.1		II	12373522	12379511	-1
19207	WBGene00013275	btb-14	Y57A10B.3.1	BTB/POZ domain-containing protein Y57A10B.3  [Source:UniProtKB/Swiss-Prot;Acc:Q9XWH8]	II	12383463	12384692	1
19208	WBGene00013276	sre-42	Y57A10B.4.1	Serpentine Receptor, class E (Epsilon)  [Source:UniProtKB/TrEMBL;Acc:Q9XWH7]	II	12384593	12386881	-1
19209	WBGene00013277	sre-41	Y57A10B.5.1	Serpentine Receptor, class E (Epsilon)  [Source:UniProtKB/TrEMBL;Acc:Q9XWH6]	II	12388293	12389839	1
19210	WBGene00013278	Y57A10B.6	Y57A10B.6.1		II	12390083	12392662	1
19211	WBGene00013279	Y57A10B.7	Y57A10B.7.1		II	12392701	12393743	-1
19212	WBGene00013280	Y57A10C.1	Y57A10C.1.1		II	12411622	12412517	-1
19213	WBGene00013281	sre-27	Y57A10C.3.1	Serpentine receptor class epsilon-27  [Source:UniProtKB/Swiss-Prot;Acc:O62488]	II	12415527	12417527	-1
19214	WBGene00013282	sre-26	Y57A10C.4.1	Serpentine receptor class epsilon-26  [Source:UniProtKB/Swiss-Prot;Acc:O62489]	II	12419133	12420586	-1
19215	WBGene00013284	daf-22	Y57A10C.6.1	Non-specific lipid-transfer protein-like 2  [Source:UniProtKB/Swiss-Prot;Acc:G5EDP2]	II	12423514	12425694	-1
19216	WBGene00013285	dct-12	Y57A10C.7.1	DAF-16/FOXO Controlled, germline Tumor affecting  [Source:UniProtKB/TrEMBL;Acc:O62491]	II	12430788	12432311	-1
19217	WBGene00013286	Y57A10C.8	Y57A10C.8.1		II	12427986	12429946	-1
19218	WBGene00013287	Y57A10C.9	Y57A10C.9.1		II	12433608	12435846	-1
19219	WBGene00013288	Y57A10C.10	Y57A10C.10.1		II	12440132	12441264	-1
19220	WBGene00013289	tag-273	Y57G11A.1a.1		IV	14487086	14505166	-1
19221	WBGene00013289	tag-273	Y57G11A.1b.1		IV	14487086	14505166	-1
19222	WBGene00013289	tag-273	Y57G11A.1c.1		IV	14487086	14505166	-1
19223	WBGene00013289	tag-273	Y57G11A.1d.1		IV	14487086	14505166	-1
19224	WBGene00013289	tag-273	Y57G11A.1e.1		IV	14487086	14505166	-1
19225	WBGene00013289	tag-273	Y57G11A.1f.1		IV	14487086	14505166	-1
19226	WBGene00013290	Y57G11A.2	Y57G11A.2.1		IV	14517022	14519539	-1
19227	WBGene00013292	Y57G11A.4	Y57G11A.4.1		IV	14482334	14486439	1
19228	WBGene00013292	Y57G11A.4	Y57G11A.4.2		IV	14482334	14486439	1
19229	WBGene00013293	Y57G11A.5	Y57G11A.5.1		IV	14511884	14512505	-1
19230	WBGene00013294	pals-30	Y57G11B.1.1	Protein containing ALS2cr12 (ALS2CR12) signature  [Source:UniProtKB/TrEMBL;Acc:G5EF79]	IV	14549827	14551957	-1
19231	WBGene00013295	Y57G11B.2	Y57G11B.2a.1		IV	14565330	14567331	1
19232	WBGene00013295	Y57G11B.2	Y57G11B.2b.1		IV	14565330	14567331	1
19233	WBGene00013296	Y57G11B.3	Y57G11B.3.1		IV	14573499	14574339	-1
19234	WBGene00013297	Y57G11B.5	Y57G11B.5.1		IV	14574819	14576580	1
19235	WBGene00013298	Y57G11B.6	Y57G11B.6.1		IV	14553598	14554883	-1
19236	WBGene00013299	irld-18	Y57G11B.7.1	Insulin/EGF-Receptor L Domain protein  [Source:UniProtKB/TrEMBL;Acc:Q7YWP0]	IV	14579242	14581052	-1
19237	WBGene00013300	lgc-7	Y57G11C.2.1	Ligand-Gated ion Channel  [Source:UniProtKB/TrEMBL;Acc:O18228]	IV	14709586	14714738	1
19238	WBGene00013301	Y57G11C.3	Y57G11C.3a.1	Putative 6-phosphogluconolactonase  [Source:UniProtKB/Swiss-Prot;Acc:O18229]	IV	14768155	14769282	1
19239	WBGene00013301	Y57G11C.3	Y57G11C.3b.1	Putative 6-phosphogluconolactonase  [Source:UniProtKB/Swiss-Prot;Acc:O18229]	IV	14768155	14769282	1
19240	WBGene00013302	vti-1	Y57G11C.4.1	VTI (Vesicle Transport through t-SNARE Interaction) homolog  [Source:UniProtKB/TrEMBL;Acc:O18230]	IV	14765629	14766665	-1
19241	WBGene00013303	Y57G11C.5	Y57G11C.5a.1		IV	14761818	14765434	-1
19242	WBGene00013303	Y57G11C.5	Y57G11C.5b.1		IV	14761818	14765434	-1
19243	WBGene00013303	Y57G11C.5	Y57G11C.5c.1		IV	14761818	14765434	-1
19244	WBGene00013304	ptp-5.2	Y57G11C.6.1		IV	14758362	14760945	-1
19245	WBGene00013305	Y57G11C.7	Y57G11C.7.1		IV	14755775	14756662	-1
19246	WBGene00013306	Y57G11C.8	Y57G11C.8.1		IV	14781837	14782731	1
19247	WBGene00013307	Y57G11C.9	Y57G11C.9a.1		IV	14787168	14790843	1
19248	WBGene00013307	Y57G11C.9	Y57G11C.9b.1		IV	14787168	14790843	1
19249	WBGene00013307	Y57G11C.9	Y57G11C.9c.1		IV	14787168	14790843	1
19250	WBGene00013307	Y57G11C.9	Y57G11C.9c.2		IV	14787168	14790843	1
19251	WBGene00013307	Y57G11C.9	Y57G11C.9c.3		IV	14787168	14790843	1
19252	WBGene00013307	Y57G11C.9	Y57G11C.9c.4		IV	14787168	14790843	1
19253	WBGene00013307	Y57G11C.9	Y57G11C.9d.1		IV	14787168	14790843	1
19254	WBGene00013307	Y57G11C.9	Y57G11C.9d.2		IV	14787168	14790843	1
19255	WBGene00013307	Y57G11C.9	Y57G11C.9d.3		IV	14787168	14790843	1
19256	WBGene00013307	Y57G11C.9	Y57G11C.9d.4		IV	14787168	14790843	1
19257	WBGene00013307	Y57G11C.9	Y57G11C.9d.5		IV	14787168	14790843	1
19258	WBGene00013307	Y57G11C.9	Y57G11C.9d.6		IV	14787168	14790843	1
19259	WBGene00013307	Y57G11C.9	Y57G11C.9d.7		IV	14787168	14790843	1
19260	WBGene00013308	nuo-3	Y57G11C.12.1	NADH Ubiquinone Oxidoreductase  [Source:UniProtKB/TrEMBL;Acc:O18236]	IV	14796421	14797544	-1
19261	WBGene00013310	Y57G11C.14	Y57G11C.14.1		IV	14799311	14801063	1
19262	WBGene00013311	sec-61	Y57G11C.15a.1	Yeast SEC homolog  [Source:UniProtKB/TrEMBL;Acc:G3MU88]	IV	14822540	14825264	-1
19263	WBGene00013311	sec-61	Y57G11C.15b.1	Yeast SEC homolog  [Source:UniProtKB/TrEMBL;Acc:G3MU88]	IV	14822540	14825264	-1
19264	WBGene00013311	sec-61	Y57G11C.15b.2	Yeast SEC homolog  [Source:UniProtKB/TrEMBL;Acc:G3MU88]	IV	14822540	14825264	-1
19265	WBGene00013311	sec-61	Y57G11C.15b.3	Yeast SEC homolog  [Source:UniProtKB/TrEMBL;Acc:G3MU88]	IV	14822540	14825264	-1
19266	WBGene00013311	sec-61	Y57G11C.15b.4	Yeast SEC homolog  [Source:UniProtKB/TrEMBL;Acc:G3MU88]	IV	14822540	14825264	-1
19267	WBGene00013311	sec-61	Y57G11C.15b.5	Yeast SEC homolog  [Source:UniProtKB/TrEMBL;Acc:G3MU88]	IV	14822540	14825264	-1
19268	WBGene00013311	sec-61	Y57G11C.15b.6	Yeast SEC homolog  [Source:UniProtKB/TrEMBL;Acc:G3MU88]	IV	14822540	14825264	-1
19269	WBGene00013311	sec-61	Y57G11C.15b.7	Yeast SEC homolog  [Source:UniProtKB/TrEMBL;Acc:G3MU88]	IV	14822540	14825264	-1
19270	WBGene00013312	hhat-2	Y57G11C.17a.1	Homolog of Hedgehog AcylTransferase  [Source:UniProtKB/TrEMBL;Acc:O18241]	IV	14826449	14829115	-1
19271	WBGene00013312	hhat-2	Y57G11C.17b	Homolog of Hedgehog AcylTransferase  [Source:UniProtKB/TrEMBL;Acc:O18241]	IV	14826449	14829115	-1
19272	WBGene00013315	Y57G11C.20	Y57G11C.20.1		IV	14843362	14845311	1
19273	WBGene00013317	Y57G11C.22	Y57G11C.22a.1		IV	14837112	14853662	1
19274	WBGene00013317	Y57G11C.22	Y57G11C.22b		IV	14837112	14853662	1
19275	WBGene00013318	Y57G11C.23	Y57G11C.23.1		IV	14855331	14861791	-1
19276	WBGene00013319	ccch-5	Y57G11C.25.1	CCCH-type zinc finger putative transcription factor  [Source:UniProtKB/TrEMBL;Acc:O18251]	IV	14919610	14920421	1
19277	WBGene00013321	Y57G11C.31	Y57G11C.31.1		IV	14683043	14687405	1
19278	WBGene00013322	Y57G11C.32	Y57G11C.32.1		IV	14643025	14653376	-1
19279	WBGene00013323	Y57G11C.33	Y57G11C.33a.1		IV	14657081	14658165	1
19280	WBGene00013323	Y57G11C.33	Y57G11C.33b.1		IV	14657081	14658165	1
19281	WBGene00013324	mrps-7	Y57G11C.34.1	28S ribosomal protein S7, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q95Q11]	IV	14766773	14767730	-1
19282	WBGene00013325	Y57G11C.36	Y57G11C.36.1		IV	14771419	14773535	-1
19283	WBGene00013325	Y57G11C.36	Y57G11C.36.2		IV	14771419	14773535	-1
19284	WBGene00013325	Y57G11C.36	Y57G11C.36.3		IV	14771419	14773535	-1
19285	WBGene00013326	anoh-2	Y57G11C.37a.1	Anoctamin  [Source:UniProtKB/TrEMBL;Acc:H2L2L3]	IV	14658319	14675141	1
19286	WBGene00013326	anoh-2	Y57G11C.37b.1	Anoctamin  [Source:UniProtKB/TrEMBL;Acc:H2L2L3]	IV	14658319	14675141	1
19287	WBGene00013327	Y57G11C.38	Y57G11C.38a.1		IV	14862447	14869951	1
19288	WBGene00013327	Y57G11C.38	Y57G11C.38b.1		IV	14862447	14869951	1
19289	WBGene00013328	Y57G11C.39	Y57G11C.39.1		IV	14637751	14641229	1
19290	WBGene00013329	Y57G11C.40	Y57G11C.40.1		IV	14703209	14704255	-1
19291	WBGene00013330	Y57G11C.41	Y57G11C.41.1		IV	14705536	14706402	-1
19292	WBGene00013331	Y57G11C.42	Y57G11C.42a.1		IV	14728534	14745676	1
19293	WBGene00013331	Y57G11C.42	Y57G11C.42b.1		IV	14728534	14745676	1
19294	WBGene00013331	Y57G11C.42	Y57G11C.42c.1		IV	14728534	14745676	1
19295	WBGene00013331	Y57G11C.42	Y57G11C.42d.1		IV	14728534	14745676	1
19296	WBGene00013331	Y57G11C.42	Y57G11C.42e		IV	14728534	14745676	1
19297	WBGene00013331	Y57G11C.42	Y57G11C.42f		IV	14728534	14745676	1
19298	WBGene00013331	Y57G11C.42	Y57G11C.42g		IV	14728534	14745676	1
19299	WBGene00013331	Y57G11C.42	Y57G11C.42h		IV	14728534	14745676	1
19300	WBGene00013332	Y57G11C.43	Y57G11C.43.1		IV	14769441	14770719	1
19301	WBGene00013333	Y57G11C.44	Y57G11C.44a.1		IV	14770654	14771425	-1
19302	WBGene00013333	Y57G11C.44	Y57G11C.44b.1		IV	14770654	14771425	-1
19303	WBGene00013333	Y57G11C.44	Y57G11C.44c.1		IV	14770654	14771425	-1
19304	WBGene00013334	nlp-56	Y57G11C.45a.1	Neuropeptide-Like Protein  [Source:UniProtKB/TrEMBL;Acc:H2FLM4]	IV	14783341	14784252	-1
19305	WBGene00013334	nlp-56	Y57G11C.45b.1	Neuropeptide-Like Protein  [Source:UniProtKB/TrEMBL;Acc:H2FLM4]	IV	14783341	14784252	-1
19306	WBGene00013334	nlp-56	Y57G11C.45c.1	Neuropeptide-Like Protein  [Source:UniProtKB/TrEMBL;Acc:H2FLM4]	IV	14783341	14784252	-1
19307	WBGene00013335	Y57G11C.46	Y57G11C.46.1		IV	14813141	14816388	-1
19308	WBGene00013336	pnc-2	Y57G11C.47.1	Pyrazinamidase and NiCotinamidase  [Source:UniProtKB/TrEMBL;Acc:Q7YTI0]	IV	14904994	14909686	-1
19309	WBGene00013337	Y57G11C.48	Y57G11C.48.1		IV	14942286	14944334	-1
19310	WBGene00013338	lgc-8	Y57G11C.49.1	Ligand-Gated ion Channel  [Source:UniProtKB/TrEMBL;Acc:Q6BEQ0]	IV	14715800	14720440	1
19311	WBGene00013339	phf-14	Y59A8A.2.1	PHd Finger family  [Source:UniProtKB/TrEMBL;Acc:Q9GRZ5]	V	17871401	17879913	1
19312	WBGene00013340	tcc-1	Y59A8A.3.1	Transmembrane and Coiled-Coil protein  [Source:UniProtKB/TrEMBL;Acc:Q9GRZ9]	V	17845739	17855989	-1
19313	WBGene00013343	prp-6	Y59A8B.6.1	Yeast PRP (Splicing factor) related  [Source:UniProtKB/TrEMBL;Acc:Q9GRZ2]	V	18022479	18042353	1
19314	WBGene00013344	ebp-1	Y59A8B.7.1	Microtubule End Binding Protein  [Source:UniProtKB/TrEMBL;Acc:Q9GRZ1]	V	18043571	18052323	1
19315	WBGene00013345	Y59A8B.8	Y59A8B.8.1		V	18062035	18066307	-1
19316	WBGene00013347	nova-1	Y59A8B.10a.1	NOVA kh (KH) homology domain homolog  [Source:UniProtKB/TrEMBL;Acc:Q9GRY9]	V	18070021	18081957	-1
19317	WBGene00013347	nova-1	Y59A8B.10a.2	NOVA kh (KH) homology domain homolog  [Source:UniProtKB/TrEMBL;Acc:Q9GRY9]	V	18070021	18081957	-1
19318	WBGene00013347	nova-1	Y59A8B.10a.3	NOVA kh (KH) homology domain homolog  [Source:UniProtKB/TrEMBL;Acc:Q9GRY9]	V	18070021	18081957	-1
19319	WBGene00013347	nova-1	Y59A8B.10b.1	NOVA kh (KH) homology domain homolog  [Source:UniProtKB/TrEMBL;Acc:Q9GRY9]	V	18070021	18081957	-1
19320	WBGene00013347	nova-1	Y59A8B.10c.1	NOVA kh (KH) homology domain homolog  [Source:UniProtKB/TrEMBL;Acc:Q9GRY9]	V	18070021	18081957	-1
19321	WBGene00013348	fbxa-106	Y59A8B.11a.1	F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q9NEQ6]	V	18082406	18085127	-1
19322	WBGene00013348	fbxa-106	Y59A8B.11b.1	F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q9NEQ6]	V	18082406	18085127	-1
19323	WBGene00013349	Y59A8B.12	Y59A8B.12.1		V	18085630	18086225	-1
19324	WBGene00013349	Y59A8B.12	Y59A8B.12.2		V	18085630	18086225	-1
19325	WBGene00013350	slr-2	Y59A8B.13a.1	Synthetic with Lin-35/Rb  [Source:RefSeq peptide;Acc:NP_001256772]	V	18087123	18097996	1
19326	WBGene00013350	slr-2	Y59A8B.13b.1	Synthetic with Lin-35/Rb  [Source:RefSeq peptide;Acc:NP_001256772]	V	18087123	18097996	1
19327	WBGene00013350	slr-2	Y59A8B.13c.1	Synthetic with Lin-35/Rb  [Source:RefSeq peptide;Acc:NP_001256772]	V	18087123	18097996	1
19328	WBGene00013350	slr-2	Y59A8B.13d.1	Synthetic with Lin-35/Rb  [Source:RefSeq peptide;Acc:NP_001256772]	V	18087123	18097996	1
19329	WBGene00013350	slr-2	Y59A8B.13e.1	Synthetic with Lin-35/Rb  [Source:RefSeq peptide;Acc:NP_001256772]	V	18087123	18097996	1
19330	WBGene00013350	slr-2	Y59A8B.13f.1	Synthetic with Lin-35/Rb  [Source:RefSeq peptide;Acc:NP_001256772]	V	18087123	18097996	1
19331	WBGene00013351	Y59A8B.19	Y59A8B.19.1		V	18007230	18007816	1
19332	WBGene00013352	lon-8	Y59A8B.20.1		V	17995347	18001368	-1
19333	WBGene00013353	Y59A8B.21	Y59A8B.21.1		V	17986260	17994546	1
19334	WBGene00013354	snx-6	Y59A8B.22a.1	Sorting NeXin  [Source:UniProtKB/TrEMBL;Acc:D9PTP8]	V	17968510	17980082	-1
19335	WBGene00013354	snx-6	Y59A8B.22a.2	Sorting NeXin  [Source:UniProtKB/TrEMBL;Acc:D9PTP8]	V	17968510	17980082	-1
19336	WBGene00013354	snx-6	Y59A8B.22b.1	Sorting NeXin  [Source:UniProtKB/TrEMBL;Acc:D9PTP8]	V	17968510	17980082	-1
19337	WBGene00013354	snx-6	Y59A8B.22b.2	Sorting NeXin  [Source:UniProtKB/TrEMBL;Acc:D9PTP8]	V	17968510	17980082	-1
19338	WBGene00013354	snx-6	Y59A8B.22c.1	Sorting NeXin  [Source:UniProtKB/TrEMBL;Acc:D9PTP8]	V	17968510	17980082	-1
19339	WBGene00013354	snx-6	Y59A8B.22c.2	Sorting NeXin  [Source:UniProtKB/TrEMBL;Acc:D9PTP8]	V	17968510	17980082	-1
19340	WBGene00013354	snx-6	Y59A8B.22d.1	Sorting NeXin  [Source:UniProtKB/TrEMBL;Acc:D9PTP8]	V	17968510	17980082	-1
19341	WBGene00013354	snx-6	Y59A8B.22d.2	Sorting NeXin  [Source:UniProtKB/TrEMBL;Acc:D9PTP8]	V	17968510	17980082	-1
19342	WBGene00013355	gck-3	Y59A8B.23a.1	Germinal center kinase 3  [Source:UniProtKB/Swiss-Prot;Acc:G5EEN4]	V	17954054	17966847	-1
19343	WBGene00013355	gck-3	Y59A8B.23b.1	Germinal center kinase 3  [Source:UniProtKB/Swiss-Prot;Acc:G5EEN4]	V	17954054	17966847	-1
19344	WBGene00013355	gck-3	Y59A8B.23c.1	Germinal center kinase 3  [Source:UniProtKB/Swiss-Prot;Acc:G5EEN4]	V	17954054	17966847	-1
19345	WBGene00013356	Y59A8B.24	Y59A8B.24.1		V	17951949	17952149	1
19346	WBGene00013357	clec-260	Y60A3A.2.1	C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:Q9U201]	V	19982994	19986313	-1
19347	WBGene00013358	abhd-3.1	Y60A3A.7.1	ABHydrolase Domain containing homolog  [Source:UniProtKB/TrEMBL;Acc:Q9U1Z6]	V	19955453	19958912	1
19348	WBGene00013358	abhd-3.1	Y60A3A.7.2	ABHydrolase Domain containing homolog  [Source:UniProtKB/TrEMBL;Acc:Q9U1Z6]	V	19955453	19958912	1
19349	WBGene00013359	Y60A3A.8	Y60A3A.8.1		V	19949982	19955122	1
19350	WBGene00013360	Y60A3A.9	Y60A3A.9.1		V	19946691	19949093	-1
19351	WBGene00013361	fars-2	Y60A3A.13a.1	Phenylalanyl Amino-acyl tRNA Synthetase  [Source:UniProtKB/TrEMBL;Acc:G5EEN1]	V	19897977	19907434	-1
19352	WBGene00013361	fars-2	Y60A3A.13b.1	Phenylalanyl Amino-acyl tRNA Synthetase  [Source:UniProtKB/TrEMBL;Acc:G5EEN1]	V	19897977	19907434	-1
19353	WBGene00013361	fars-2	Y60A3A.13c.1	Phenylalanyl Amino-acyl tRNA Synthetase  [Source:UniProtKB/TrEMBL;Acc:G5EEN1]	V	19897977	19907434	-1
19354	WBGene00013362	algn-7	Y60A3A.14.1	Asparagine Linked Glycosylation (ALG) homolog, Nematode  [Source:UniProtKB/TrEMBL;Acc:Q9U1Z2]	V	19927782	19934323	-1
19355	WBGene00013364	Y60A3A.16	Y60A3A.16.1		V	19921697	19922600	-1
19356	WBGene00013365	Y60A3A.19	Y60A3A.19a.1		V	19916557	19919996	1
19357	WBGene00013365	Y60A3A.19	Y60A3A.19b.1		V	19916557	19919996	1
19358	WBGene00013365	Y60A3A.19	Y60A3A.19c.1		V	19916557	19919996	1
